Level;Item;Quantity;UM;Mat-No/Doc;Kind;PTYP;Validfrom;Validto;Docu-No/He
4;0018;2,000;ST;00000000-007-2;05;03;01.10.1985;31.12.9999;LGEHUWM WPVMHMH
4;0036;2,000;ST;00000000-001-2;05;03;01.07.2006;31.12.9999;ZBWRCOW YNMIYHW
4;0037;1,000;ST;00000000-006-7;05;03;01.10.1985;31.12.9999;VNMKOAY TFOTASV
4;0003;1,000;SA;00000000-007-3;05;03;01.10.1985;31.12.9999;JDFMNNQ BAZKPYD
3;0038;2,000;ST;00000000-007-4;03;03;01.07.2020;31.12.9999;OWEORIJ OUYNMFG
4;0001;0,070;M;00000000-007-5;05;05;01.10.1985;31.12.9999;KKTPEWU QXHLHJK
3;0039;1,000;ST;00000000-007-6;03;03;01.07.2020;31.12.9999;FFXEXII SRXQEYV
4;0001;1,000;ST;00000000-007-7;03;03;01.10.1985;31.12.9999;FFXEXII SRXQEYV
4;0015;8,000;ST;00000000-007-8;05;03;01.10.1985;31.12.9999;JGYAHJR QFVKCJX
3;0040;1,000;ST;00000000-007-9;03;03;01.07.2020;31.12.9999;ZWDKYZI PBJOWYR
4;0001;1,000;ST;00000000-008-0;03;03;01.01.2021;31.12.9999;TWYZXYH RIKZZSP
4;0015;3,000;ST;00000000-008-1;05;03;01.10.1985;31.12.9999;ZCUVZKT UTGGZNT
4;0016;3,000;ST;00000000-008-2;05;03;01.10.1985;31.12.9999;EPMKLAX JWKEKQI
4;0017;3,000;ST;00000000-008-3;05;03;01.01.2021;31.12.9999;NTKYGSQ YOTWNYY
4;0005;4,000;ST;00000000-005-3;05;03;01.10.1985;31.12.9999;LJSSVOD LUDFBJA
4;0013;4,000;ST;00000000-008-4;05;03;01.10.1985;31.12.9999;CRTYKNM TYPOSSP
4;0018;4,000;ST;00000000-005-2;05;03;01.10.1985;31.12.9999;UXCQZNX OVRJQIJ
3;0041;1,000;ST;00000000-008-5;03;03;01.01.2021;31.12.9999;FJQOULH AWHSVDF
4;0001;1,000;ST;00000000-008-6;05;03;01.01.1985;31.12.9999;ASNYBYH ERGACVU
3;0042;1,000;ST;00000000-008-7;03;03;01.07.2020;31.12.9999;VVKOAAS FCITNQC
4;0001;1,000;ST;00000000-008-8;03;03;01.10.1985;31.12.9999;VVKOAAS FCITNQC
4;0015;2,000;ST;00000000-008-9;05;03;01.10.1985;31.12.9999;VMFOKGS FBPQTIB
4;0016;2,000;ST;00000000-009-0;05;03;01.10.1985;31.12.9999;SKORPNE AXEVCNV
4;0017;2,000;ST;00000000-001-7;05;03;01.10.1985;31.12.9999;FAYZLZF QHKQJPJ
4;0005;2,000;ST;00000000-009-1;03;03;01.10.1985;31.12.9999;QFFOIFI EBLSPCQ
5;0001;0,024;M;00000000-009-2;05;05;01.10.1985;31.12.9999;TUXGSRN STBYDXU
4;0013;2,000;ST;00000000-001-2;05;03;01.10.1985;31.12.9999;ZBWRCOW YNMIYHW
4;0018;2,000;ST;00000000-009-3;05;03;01.10.1985;31.12.9999;OATITWP VKCLCSN
3;0043;1,000;ST;00000000-009-4;03;03;01.07.2020;31.12.9999;JCZAKOH CHOJVHX
2;0022;1,000;ST;00000000-009-5;07;01;01.11.2023;31.12.9999;LDQEHOQ ASKVFBX
3;0004;1,000;ST;00000000-009-6;04;01;01.11.2023;31.12.9999;JUVPZAJ RCXTJNL
3;0005;1,000;ST;00000000-009-7;05;03;01.11.2023;31.12.9999;TEYXPRK GMGVEWI
3;0010;2,000;ST;00000000-009-8;05;03;01.11.2023;31.12.9999;KPEFMJS MTUWGOU
0;0006;1,000;;00000000-000-6;02;04;;;OJFVEJJ XIBVPQR
0;0006;1,000;;00000000-000-6;02;04;;;OJFVEJJ XIBVPQR
3;0011;4,000;ST;00000000-009-9;05;03;01.11.2023;31.12.9999;BSLYAEH NLXPKND
3;0012;2,000;M;00000000-010-0;05;03;01.11.2023;31.12.9999;IOUVDBH NTNWESG
3;0044;14,000;ST;00000000-010-1;05;03;01.11.2023;31.12.9999;KEBICQF UVWDSAW
3;0045;4,000;ST;00000000-010-2;05;03;01.11.2023;31.12.9999;DGPCVPE FZBCNMO
3;0013;4,000;ST;00000000-010-3;05;03;01.11.2023;31.12.9999;YXCVLBC HWGHXYN
3;0014;4,000;ST;00000000-009-0;05;03;01.11.2023;31.12.9999;SKORPNE AXEVCNV
3;0019;4,000;ST;00000000-010-4;05;03;01.11.2023;31.12.9999;SXRLAKJ MYTJDBF
3;0046;1,000;M;00000000-010-0;05;03;01.11.2023;31.12.9999;IOUVDBH NTNWESG
3;0003;1,000;ST;00000000-010-5;07;01;01.11.2023;31.12.9999;EAGODQV YUIGZUW
4;0001;1,000;ST;00000000-010-6;03;03;01.11.2023;31.12.9999;JIUYRQN BKRNCEL
5;0001;5,126;M2;00000000-010-7;05;05;01.10.1985;31.12.9999;ZIMIZXC WATTHSU
5;0005;1,000;ST;00000000-010-8;03;03;01.10.1985;31.12.9999;DIEBQNC PYLLKSD
5;0013;1,000;ST;00000000-010-9;03;03;01.10.1985;31.12.9999;POBBMJZ MVXZXTN
5;0036;1,000;ST;00000000-011-0;03;03;01.10.1985;31.12.9999;HBEKYSY BMLLRIJ
5;0037;2,000;ST;00000000-011-1;03;03;01.10.1985;31.12.9999;JBXOEZG MRSVIUR
5;0003;2,000;ST;00000000-011-2;03;03;01.10.1985;31.12.9999;MHBTTPI XGAMZEO
5;0020;10,000;ST;00000000-011-3;05;03;01.10.1985;31.12.9999;CPPUAPC UAKSUGV
5;0047;4,000;ST;00000000-011-4;05;03;01.10.1985;31.12.9999;JLPQYHO FKRXTBL
5;0048;12,000;ST;00000000-011-5;05;03;01.10.1985;31.12.9999;UWCFURJ CCAHFOS
5;0049;8,000;ST;00000000-011-6;05;03;01.10.1985;31.12.9999;GQBYIMN VLVBXAX
5;0050;3,000;ST;00000000-011-7;05;03;01.10.1985;31.12.9999;FXWHOQA EINAOMH
5;0051;19,000;ST;00000000-011-8;05;03;01.10.1985;31.12.9999;IOITTWY TQZKPYY
5;0052;2,000;ST;00000000-011-9;05;03;01.10.1985;31.12.9999;KHDWRMW FDAQXRC
5;0053;1,000;ST;00000000-012-0;03;03;01.10.1985;31.12.9999;IOYTAGM WMIEDYL
5;0054;1,000;ST;00000000-012-1;03;03;01.10.1985;31.12.9999;HXWZSBT BJDXZKD
5;0055;1,000;ST;00000000-012-2;03;03;01.10.1985;31.12.9999;KICVEWK CARORMN
5;0056;1,000;ST;00000000-012-3;03;03;01.10.1985;31.12.9999;UVRNNLY GDQEQIH
5;0057;1,000;ST;00000000-012-4;03;03;01.10.1985;31.12.9999;EUWAWJL EFJZCBE
4;0015;5,000;ST;00000000-012-5;03;03;01.11.2023;31.12.9999;XFKBPFG NLJMZFE
5;0001;5,000;ST;00000000-012-6;03;03;01.10.1985;31.12.9999;FLRONDX FVOVDBQ
6;0001;0,250;M;00000000-012-7;05;05;01.01.1985;31.12.9999;QIOKKTI YGDBCAR
5;0015;5,000;ST;00000000-012-8;03;03;01.10.1985;31.12.9999;JNNWDHZ TRKOXGS
6;0001;0,725;M;00000000-012-9;05;05;01.01.1985;31.12.9999;KVFLEQX DUBPLVG
5;0016;5,000;ST;00000000-013-0;05;03;01.10.1985;31.12.9999;FONLCGW HBYZURW
5;0017;5,000;ST;00000000-013-1;05;03;01.10.1985;31.12.9999;RDVMMQO KXPYKTF
5;0005;5,000;ST;00000000-013-2;05;03;01.10.1985;31.12.9999;SLHRLSO DXDUAVC
4;0005;1,000;ST;00000000-013-3;05;03;01.11.2023;31.12.9999;UHLJZBM QGCYFSU
4;0013;1,000;ST;00000000-006-4;05;03;01.11.2023;31.12.9999;ZLLNHED PDPFMWT
4;0018;1,000;ST;00000000-013-4;05;03;01.11.2023;31.12.9999;QXMSMQP PQIJYHN
4;0036;8,000;ST;00000000-009-1;03;03;01.11.2023;31.12.9999;QFFOIFI EBLSPCQ
5;0001;0,096;M;00000000-009-2;05;05;01.10.1985;31.12.9999;TUXGSRN STBYDXU
4;0037;8,000;ST;00000000-001-7;05;03;01.11.2023;31.12.9999;FAYZLZF QHKQJPJ
3;0050;1,000;ST;00000000-013-5;03;03;01.11.2023;31.12.9999;GRRMVMP PDOKSTC
4;0001;1,000;ST;00000000-013-6;03;03;01.01.2023;31.12.9999;FESGATM ZRCOFMF
4;0015;2,000;ST;00000000-013-7;05;03;01.10.1985;31.12.9999;QDAAUYK OLMJFFA
4;0016;2,000;ST;00000000-013-8;05;03;01.10.1985;31.12.9999;UXHTWNJ MPDXNAG
3;0051;1,000;ST;00000000-013-9;03;03;01.11.2023;31.12.9999;APYPZKZ ZOJYVRR
4;0001;1,000;ST;00000000-014-0;03;03;01.01.2023;31.12.9999;TGWUOLF TUUIZVE
4;0015;2,000;ST;00000000-013-7;05;03;01.10.1985;31.12.9999;QDAAUYK OLMJFFA
4;0016;2,000;ST;00000000-013-8;05;03;01.10.1985;31.12.9999;UXHTWNJ MPDXNAG
3;0022;5,000;ST;00000000-014-1;03;03;01.11.2023;31.12.9999;OXCGXDN WOUGUBU
4;0001;5,000;ST;00000000-014-2;03;03;01.10.1985;31.12.9999;OXCGXDN WOUGUBU
5;0001;1,950;M;00000000-014-3;05;05;01.10.1985;31.12.9999;JYVBVSS JGDYOBG
5;0015;10,000;ST;00000000-011-3;05;03;16.05.2007;31.12.9999;CPPUAPC UAKSUGV
4;0015;10,000;ST;00000000-014-4;05;03;01.10.1985;31.12.9999;UDGZPVL RGRXODX
3;0058;1,000;ST;00000000-014-5;03;03;01.11.2023;31.12.9999;SCOUKKK WYHECLE
4;0001;1,000;ST;00000000-014-6;03;03;01.10.1985;31.12.9999;SCOUKKK WYHECLE
5;0001;0,390;M;00000000-014-3;05;05;01.10.1985;31.12.9999;JYVBVSS JGDYOBG
5;0015;2,000;ST;00000000-011-3;05;03;01.10.1985;31.12.9999;CPPUAPC UAKSUGV
4;0015;2,000;ST;00000000-014-4;05;03;01.10.1985;31.12.9999;UDGZPVL RGRXODX
3;0023;1,000;ST;00000000-014-7;03;03;01.11.2023;31.12.9999;QZHICGB KNGFGIR
4;0001;1,000;ST;00000000-014-8;03;03;01.10.1985;31.12.9999;QZHICGB KNGFGIR
5;0001;0,224;M;00000000-014-3;05;05;01.10.1985;31.12.9999;JYVBVSS JGDYOBG
5;0015;2,000;ST;00000000-011-3;05;03;01.10.1985;31.12.9999;CPPUAPC UAKSUGV
4;0015;2,000;ST;00000000-014-4;05;03;01.10.1985;31.12.9999;UDGZPVL RGRXODX
3;0024;1,000;ST;00000000-014-9;03;03;01.11.2023;31.12.9999;RDDHOVR EPEEQWY
4;0001;1,000;ST;00000000-015-0;03;03;01.01.2007;31.12.9999;EZVMJHA HKOLWWH
5;0001;0,780;M;00000000-014-3;05;05;01.10.1985;31.12.9999;JYVBVSS JGDYOBG
5;0015;3,000;ST;00000000-011-3;05;03;01.10.1985;31.12.9999;CPPUAPC UAKSUGV
4;0015;3,000;ST;00000000-014-4;05;03;01.10.1985;31.12.9999;UDGZPVL RGRXODX
3;0025;1,000;ST;00000000-015-1;07;01;01.11.2023;31.12.9999;OHPECSE VDWNQNL
4;0001;1,000;ST;00000000-015-2;03;03;01.11.2023;31.12.9999;OHPECSE VDWNQNL
5;0001;0,299;M2;00000000-015-3;05;05;01.10.1985;31.12.9999;KDELKCF NLSWBQK
5;0015;6,000;ST;00000000-015-4;05;03;01.10.1985;31.12.9999;TPVRZJP HPZNDUJ
4;0015;6,000;ST;00000000-015-5;03;03;01.11.2023;31.12.9999;WYYTTPW GKZMTBB
5;0001;0,222;M;00000000-015-6;05;05;01.01.1985;31.12.9999;VWHBBUC OBWRDVC
4;0016;6,000;ST;00000000-015-7;05;03;01.11.2023;31.12.9999;OEYGIWR MTDHBOM
4;0017;6,000;ST;00000000-015-8;05;03;01.11.2023;31.12.9999;EVFFHOL SSMCZHH
3;0028;1,000;ST;00000000-015-9;07;01;01.11.2023;31.12.9999;XCBPTTS FBFLFJJ
4;0001;1,000;ST;00000000-016-0;03;03;01.11.2023;31.12.9999;XCBPTTS FBFLFJJ
4;0015;4,000;ST;00000000-015-7;05;03;01.11.2023;31.12.9999;OEYGIWR MTDHBOM
4;0016;4,000;ST;00000000-016-1;05;03;01.11.2023;31.12.9999;DDTZGPJ FQLWGRV
4;0017;4,000;ST;00000000-016-2;05;03;01.11.2023;31.12.9999;MLEIPJP RCSIUTZ
3;0059;1,000;ST;00000000-016-3;07;01;01.11.2023;31.12.9999;UATCFCO OTCTRYS
4;0001;1,000;ST;00000000-016-4;03;03;01.11.2023;31.12.9999;UATCFCO OTCTRYS
4;0015;2,000;ST;00000000-016-1;05;03;01.11.2023;31.12.9999;DDTZGPJ FQLWGRV
4;0016;2,000;ST;00000000-015-7;05;03;01.11.2023;31.12.9999;OEYGIWR MTDHBOM
4;0017;2,000;ST;00000000-016-2;05;03;01.11.2023;31.12.9999;MLEIPJP RCSIUTZ
4;0005;3,000;ST;00000000-016-5;05;03;01.11.2023;31.12.9999;MPTMCXT PACQATM
3;0060;1,000;ST;00000000-016-6;07;01;01.11.2023;31.12.9999;UATCFCO OTCTRYS
4;0001;1,000;ST;00000000-016-4;03;03;01.11.2023;31.12.9999;UATCFCO OTCTRYS
4;0015;2,000;ST;00000000-016-1;05;03;01.11.2023;31.12.9999;DDTZGPJ FQLWGRV
4;0016;2,000;ST;00000000-015-7;05;03;01.11.2023;31.12.9999;OEYGIWR MTDHBOM
4;0017;2,000;ST;00000000-016-2;05;03;01.11.2023;31.12.9999;MLEIPJP RCSIUTZ
3;0061;1,000;ST;00000000-016-7;07;01;01.11.2023;31.12.9999;BBRLWJL QSUBOGX
4;0001;1,000;ST;00000000-016-8;03;03;01.11.2023;31.12.9999;SCPXKXF MYWSWFE
5;0001;0,705;M2;00000000-016-9;05;05;01.10.1985;31.12.9999;ZRLFICM RKHUOGV
5;0015;10,000;ST;00000000-017-0;05;03;01.10.1985;31.12.9999;XZKOQVX YNSPWGP
4;0015;2,000;GB;00000000-017-1;05;03;01.11.2023;31.12.9999;CUTZDGR AIWFDKA
4;0016;4,000;ST;00000000-017-2;05;03;01.11.2023;31.12.9999;RHCWQJO ZLEGKHB
3;0062;1,000;ST;00000000-017-3;07;01;01.11.2023;31.12.9999;DTPMVXP QOUKAEW
4;0001;1,000;ST;00000000-017-4;03;03;01.11.2023;31.12.9999;DTPMVXP QOUKAEW
5;0001;3,000;M;00000000-017-5;05;05;01.10.1985;31.12.9999;RNIMKWG GPTGXBC
5;0015;2,000;ST;00000000-011-7;05;03;01.10.1985;31.12.9999;FXWHOQA EINAOMH
4;0015;3,000;ST;00000000-017-6;05;03;01.11.2023;31.12.9999;IPTTZQX PGSINLB
3;0033;1,000;ST;00000000-017-7;03;03;01.11.2023;31.12.9999;TILPFRI XVUZKUW
3;0034;1,000;ST;00000000-017-8;03;03;01.11.2023;31.12.9999;DWGYWMH YBRBOZB
3;0063;1,000;ST;00000000-017-9;03;03;01.11.2023;31.12.9999;HPEXLFN HHQSJUL
3;0064;2,200;M;00000000-018-0;05;03;01.11.2023;31.12.9999;UZUOVBL KMJRYUU
3;0035;26,000;ST;00000000-018-1;03;03;01.11.2023;31.12.9999;GUORSGQ FQCZPJV
4;0001;0,546;M;00000000-018-2;05;05;01.10.1985;31.12.9999;OQGNSWE BWMSXPX
3;0038;5,000;ST;00000000-018-3;03;03;01.11.2023;31.12.9999;CUGMKSA NBBQNUO
4;0001;0,245;M;00000000-018-4;05;05;01.01.1985;31.12.9999;JSOGRQV WDEGXQF
3;0039;1,000;ST;00000000-018-5;07;01;01.11.2023;31.12.9999;XCYURTC VVMEQVB
4;0001;1,000;ST;00000000-018-6;03;03;01.11.2023;31.12.9999;XCYURTC VVMEQVB
5;0001;1,000;ST;00000000-018-7;03;03;01.10.1985;31.12.9999;OFWEBPS EXMGZBG
5;0015;20,000;ST;00000000-017-0;05;03;01.10.1985;31.12.9999;XZKOQVX YNSPWGP
5;0016;4,000;ST;00000000-018-8;05;03;01.10.1985;31.12.9999;RCGNCVQ ZCWWALO
4;0015;4,000;ST;00000000-018-9;05;03;01.11.2023;31.12.9999;WCBBVUI YHCWANS
4;0017;4,000;ST;00000000-019-0;05;03;01.11.2023;31.12.9999;EMORRWE TGROZLP
4;0005;1,000;GB;00000000-019-1;05;03;01.11.2023;31.12.9999;CAHAEDH VKEEHYT
4;0013;1,000;ST;00000000-019-2;05;03;01.11.2023;31.12.9999;UEQBIXU QHFJPJD
4;0018;1,000;ST;00000000-019-3;05;03;01.11.2023;31.12.9999;VKNVJSV HUVWJLJ
4;0036;3,000;GB;00000000-017-1;05;03;01.11.2023;31.12.9999;CUTZDGR AIWFDKA
4;0037;6,000;ST;00000000-017-2;05;03;01.11.2023;31.12.9999;RHCWQJO ZLEGKHB
4;0003;1,000;ROL;00000000-019-4;05;03;01.11.2023;31.12.9999;BJMKYKY CAMRNUM
3;0065;1,000;ST;00000000-019-5;03;03;01.11.2023;31.12.9999;SCROUEZ ARJYFXM
4;0001;1,000;ST;00000000-019-6;03;03;01.10.1985;31.12.9999;SCROUEZ ARJYFXM
4;0015;4,000;ST;00000000-019-7;05;03;01.10.1985;31.12.9999;JVFYMLO XSZQYET
4;0016;4,000;ST;00000000-019-8;03;03;01.10.1985;31.12.9999;JBDVXJP SDHPGJB
5;0001;0,064;M;00000000-019-9;05;05;01.01.1985;31.12.9999;SDLTNLT FHSBJXU
3;0040;1,000;ST;00000000-020-0;03;03;01.11.2023;31.12.9999;JSYVZGQ QFCHOXQ
4;0001;5,200;M;00000000-017-5;05;05;01.10.1985;31.12.9999;RNIMKWG GPTGXBC
4;0015;4,000;ST;00000000-011-7;05;03;01.10.1985;31.12.9999;FXWHOQA EINAOMH
3;0041;1,000;ST;00000000-020-1;03;03;01.11.2023;31.12.9999;RXJFCNF ONXLTAE
3;0042;1,000;ST;00000000-020-2;03;03;01.11.2023;31.12.9999;TKTOLUI LJUHCKC
3;0043;1,000;ST;00000000-020-3;03;03;01.11.2023;31.12.9999;XILYNCN KJWHKPV
3;0066;1,000;ST;00000000-020-4;03;03;01.11.2023;31.12.9999;EAJGGMW VJTDDIF
3;0067;4,900;M;00000000-018-0;05;03;01.11.2023;31.12.9999;UZUOVBL KMJRYUU
3;0068;1,000;ST;00000000-020-5;03;03;01.11.2023;31.12.9999;NPYZCCQ EMNFYQJ
4;0001;1,000;ST;00000000-020-6;03;03;01.10.1985;31.12.9999;NPYZCCQ EMNFYQJ
4;0015;4,000;ST;00000000-009-0;05;03;01.10.1985;31.12.9999;SKORPNE AXEVCNV
4;0016;4,000;ST;00000000-009-9;05;03;01.10.1985;31.12.9999;BSLYAEH NLXPKND
3;0069;1,000;ST;00000000-020-7;03;03;01.11.2023;31.12.9999;BXGAENH ILAWYFC
3;0070;1,000;ST;00000000-020-8;06;01;01.11.2023;31.12.9999;ZRVKTHW UYIHMEA
4;0001;1,000;ST;00000000-020-9;03;03;01.10.1997;31.12.9999;OVBHVNT MMCZUYF
4;0015;2,000;ST;00000000-006-1;05;03;01.07.2005;31.12.9999;PTURHOS MSTLWTY
3;0071;1,000;ST;00000000-021-0;03;03;01.11.2023;31.12.9999;EXCEXOF USUEING
4;0001;1,000;ST;00000000-021-1;03;03;01.10.1985;31.12.9999;EXCEXOF USUEING
4;0015;2,000;ST;00000000-010-3;05;03;01.10.1985;31.12.9999;YXCVLBC HWGHXYN
3;0072;4,000;ST;00000000-021-2;03;03;01.11.2023;31.12.9999;ZYTRJGU PZPCSIN
4;0001;4,000;ST;00000000-021-3;03;03;01.10.1985;31.12.9999;ZYTRJGU PZPCSIN
5;0001;0,512;M;00000000-021-4;05;05;01.10.1985;31.12.9999;FSLZJRQ AGDPQUU
4;0015;8,000;ST;00000000-021-5;05;03;01.10.1985;31.12.9999;DGDMZNN NIHLRKO
