Level;Item;Quantity;UM;Mat-No/Doc;Kind;PTYP;Validfrom;Validto;Docu-No/He
4;0017;4,000;ST;00000000-002-7;05;03;01.10.1985;31.12.9999;DIVMNKE QYBVNWD
4;0018;4,000;ST;00000000-002-8;05;03;01.10.1985;31.12.9999;FYMHULE OEIWEZT
4;0006;10,000;ST;00000000-002-9;05;03;01.10.1985;31.12.9999;CKDRZPE IAECKOW
4;0014;17,000;ST;00000000-003-0;05;03;01.10.1985;31.12.9999;UDCKMHW JVGPMRO
4;0019;2,000;ST;00000000-003-1;05;03;01.07.2016;31.12.9999;ENPIKLO OXENGZX
3;0021;18,000;ST;00000000-003-2;03;03;01.07.2020;31.12.9999;YIFJWHU AFMRSWS
4;0022;18,000;ST;00000000-003-3;05;03;01.01.2014;31.12.9999;OXBMYPE MOTADIG
3;0023;1,000;ST;00000000-003-4;03;03;01.07.2020;31.12.9999;GYWGHYL NAFPJUD
4;0001;1,000;ST;00000000-003-5;03;03;01.01.2021;31.12.9999;HDRSOVZ ZCAHJTL
4;0016;12,000;ST;00000000-003-6;05;03;01.10.1985;31.12.9999;TMJTZNU HPLKXHB
4;0017;2,000;ST;00000000-003-7;05;03;01.10.1985;31.12.9999;XWWOVAF LCHPNGG
3;0024;1,000;ST;00000000-003-8;03;03;01.07.2020;31.12.9999;VWYYFZT OWWKGIZ
4;0001;1,000;ST;00000000-003-9;03;03;01.10.1985;31.12.9999;VWYYFZT OWWKGIZ
5;0001;1,000;ST;00000000-004-0;03;03;01.10.1985;31.12.9999;NFIQNYC GDTOSGI
4;0016;2,000;ST;00000000-004-1;05;03;01.10.1985;31.12.9999;KBDMHOM TNMSIHI
3;0025;1,000;ST;00000000-004-2;06;01;01.07.2020;31.12.9999;AADOSFX WZZZHDP
4;0001;1,000;ST;00000000-004-3;03;03;01.10.1997;31.12.9999;SEKNTLE USYZUNT
5;0001;0,190;M;00000000-004-4;05;05;01.10.1985;31.12.9999;SWXFRTG DPZABKN
4;0016;4,000;ST;00000000-004-5;05;03;01.10.1985;31.12.9999;CEMZKWB IBFOWEF
3;0026;2,000;ST;00000000-004-6;03;03;01.07.2020;31.12.9999;HFPXRED DBTQKIO
4;0001;0,172;M;00000000-004-7;05;05;01.10.1985;31.12.9999;OLMRAQR NLAJQSJ
3;0027;2,000;ST;00000000-004-8;05;03;01.07.2020;31.12.9999;USQVOAV KKCJGJY
3;0028;2,000;ST;00000000-004-9;05;03;01.07.2020;31.12.9999;DSIZOMT QSWVONT
3;0029;1,000;ST;00000000-005-0;03;03;01.07.2020;31.12.9999;TOOALUJ IDVVITE
4;0001;1,000;ST;00000000-005-1;03;03;01.01.2004;31.12.9999;AKIUGSK TRJCGQD
4;0016;8,000;ST;00000000-005-2;05;03;01.10.1985;31.12.9999;ZTZAMCR VOIUPPU
4;0017;8,000;ST;00000000-005-3;05;03;01.07.2006;31.12.9999;PMEFTPP IOAIVJA
3;0030;1,000;ST;00000000-005-4;05;03;01.07.2020;31.12.9999;WEYFEFI JWVVQNF
3;0031;1,000;ST;00000000-005-5;05;03;01.07.2020;31.12.9999;VZZQDPE FFWNANR
3;0032;1,000;ST;00000000-005-6;03;03;01.07.2020;31.12.9999;EZSRSRY KKPLKMF
4;0001;0,014;M;00000000-005-7;05;05;01.10.1985;31.12.9999;QIJCCKM OARRUWR
3;0033;1,000;ST;00000000-005-8;05;03;01.07.2020;31.12.9999;YBSDRRE WDEYWGL
3;0034;4,000;ST;00000000-005-9;03;03;01.07.2020;31.12.9999;PKFTDYO XNKYDFQ
4;0001;4,000;ST;00000000-006-0;03;03;01.10.1985;31.12.9999;PKFTDYO XNKYDFQ
4;0016;8,000;ST;00000000-006-1;05;03;01.10.1985;31.12.9999;YAZYVGM IXISVAT
3;0035;1,000;ST;00000000-006-2;03;03;01.07.2020;31.12.9999;FFEGDBZ PMYQXCB
4;0001;1,000;ST;00000000-006-3;03;03;01.10.1985;31.12.9999;FFEGDBZ PMYQXCB
4;0016;2,000;ST;00000000-006-4;05;03;01.10.1985;31.12.9999;OHEOMOX CEZBZZG
4;0017;2,000;ST;00000000-006-5;05;03;01.10.1985;31.12.9999;NXAIYUS HGSZDRI
4;0006;2,000;ST;00000000-006-6;05;03;01.10.1985;31.12.9999;OBIXEKU PDDILVC
4;0014;1,000;ST;00000000-006-7;05;03;01.07.2005;31.12.9999;AFFDBSC PXIYHJG
3;0036;1,000;ST;00000000-006-8;03;03;01.07.2020;31.12.9999;AMPIXPO DRDVOMX
4;0001;1,000;ST;00000000-006-9;03;03;01.10.1985;31.12.9999;AMPIXPO DRDVOMX
4;0006;4,000;ST;00000000-007-0;05;03;01.10.1985;31.12.9999;TXZMZPG BNVCYGZ
4;0014;1,000;ST;00000000-007-1;05;03;01.10.1985;31.12.9999;DZZWBOP ROAOGOX
4;0019;2,000;ST;00000000-007-2;05;03;01.10.1985;31.12.9999;OBINGEV AJLITZZ
4;0037;2,000;ST;00000000-001-2;05;03;01.07.2006;31.12.9999;RAVXTPN DRCKFZB
4;0038;1,000;ST;00000000-006-7;05;03;01.10.1985;31.12.9999;AFFDBSC PXIYHJG
4;0004;1,000;SA;00000000-007-3;05;03;01.10.1985;31.12.9999;YTFYIOA REZMYIC
3;0039;2,000;ST;00000000-007-4;03;03;01.07.2020;31.12.9999;IYYSBJN LNOSCEC
4;0001;0,070;M;00000000-007-5;05;05;01.10.1985;31.12.9999;QNNIOPS UUPYZXW
3;0040;1,000;ST;00000000-007-6;03;03;01.07.2020;31.12.9999;XJAIVTR KMQRQLN
4;0001;1,000;ST;00000000-007-7;03;03;01.10.1985;31.12.9999;XJAIVTR KMQRQLN
4;0016;8,000;ST;00000000-007-8;05;03;01.10.1985;31.12.9999;GQGGKXB QLDJSJN
3;0041;1,000;ST;00000000-007-9;03;03;01.07.2020;31.12.9999;DJUCLRO EOKGKLF
4;0001;1,000;ST;00000000-008-0;03;03;01.01.2021;31.12.9999;AXRXEFO DJRPAUG
4;0016;3,000;ST;00000000-008-1;05;03;01.10.1985;31.12.9999;XWYCJEH DWPEUYB
4;0017;3,000;ST;00000000-008-2;05;03;01.10.1985;31.12.9999;CVAZLWQ NMMOEYZ
4;0018;3,000;ST;00000000-008-3;05;03;01.01.2021;31.12.9999;ZCMLWHG RLDBHYW
4;0006;4,000;ST;00000000-005-3;05;03;01.10.1985;31.12.9999;PMEFTPP IOAIVJA
4;0014;4,000;ST;00000000-008-4;05;03;01.10.1985;31.12.9999;BBSJGNA NRQOYPJ
4;0019;4,000;ST;00000000-005-2;05;03;01.10.1985;31.12.9999;ZTZAMCR VOIUPPU
3;0042;1,000;ST;00000000-008-5;03;03;01.01.2021;31.12.9999;KLOFFHD UCTYRVL
4;0001;1,000;ST;00000000-008-6;05;03;01.01.1985;31.12.9999;KXXEXTM KUFXLYM
3;0043;1,000;ST;00000000-008-7;03;03;01.07.2020;31.12.9999;KWXXRXH APWBRTH
4;0001;1,000;ST;00000000-008-8;03;03;01.10.1985;31.12.9999;KWXXRXH APWBRTH
4;0016;2,000;ST;00000000-008-9;05;03;01.10.1985;31.12.9999;ZZKPSPD USJAWWZ
4;0017;2,000;ST;00000000-009-0;05;03;01.10.1985;31.12.9999;RIHTIRJ GWAZXEJ
4;0018;2,000;ST;00000000-001-7;05;03;01.10.1985;31.12.9999;QJDFTPT VBBSNXD
4;0006;2,000;ST;00000000-009-1;03;03;01.10.1985;31.12.9999;HBDGAFL VUITJIP
5;0001;0,024;M;00000000-009-2;05;05;01.10.1985;31.12.9999;ENXVAHI GOIIBXS
4;0014;2,000;ST;00000000-001-2;05;03;01.10.1985;31.12.9999;RAVXTPN DRCKFZB
4;0019;2,000;ST;00000000-009-3;05;03;01.10.1985;31.12.9999;CKPUKTM QGTVRNW
3;0044;1,000;ST;00000000-009-4;03;03;01.07.2020;31.12.9999;OZZYITB IDEXWBB
2;0023;1,000;ST;00000000-009-5;07;01;01.05.2023;31.12.9999;NUYYISS KSZYPDO
3;0005;1,000;ST;00000000-009-6;04;01;01.05.2023;31.12.9999;HDZJULS OIJSDRU
3;0006;1,000;ST;00000000-009-7;05;03;01.05.2023;31.12.9999;GLWOSLC LVWIUEE
3;0011;2,000;ST;00000000-009-8;05;03;01.05.2023;31.12.9999;HAATQNB ZEOCPJY
0;0007;1,000;;00000000-000-6;02;04;;;NVXHIQV XVIWDAC
0;0007;1,000;;00000000-000-6;02;04;;;NVXHIQV XVIWDAC
3;0012;4,000;ST;00000000-009-9;05;03;01.05.2023;31.12.9999;MOGEBXD GDKXSLV
3;0013;2,000;M;00000000-010-0;05;03;01.05.2023;31.12.9999;ICAZHOH IJZNDTH
3;0045;14,000;ST;00000000-010-1;05;03;01.05.2023;31.12.9999;HILCBEZ GQESGAB
3;0046;4,000;ST;00000000-010-2;05;03;01.05.2023;31.12.9999;XPWYCFR BNCHVRD
3;0014;4,000;ST;00000000-010-3;05;03;01.05.2023;31.12.9999;FHRXEWY UYUQGWB
3;0015;4,000;ST;00000000-009-0;05;03;01.05.2023;31.12.9999;RIHTIRJ GWAZXEJ
3;0020;4,000;ST;00000000-010-4;05;03;01.05.2023;31.12.9999;MWGANFL TCPBNPF
3;0047;1,000;M;00000000-010-0;05;03;01.05.2023;31.12.9999;ICAZHOH IJZNDTH
3;0004;1,000;ST;00000000-010-5;07;01;01.05.2023;31.12.9999;UIUGMWB JMVBECC
4;0001;1,000;ST;00000000-010-6;03;03;01.05.2023;31.12.9999;QCHVJPP RVHHLRM
5;0001;5,126;M2;00000000-010-7;05;05;01.10.1985;31.12.9999;ECVRGSA QZKTAAC
5;0006;1,000;ST;00000000-010-8;03;03;01.10.1985;31.12.9999;JLZICJC AHGEZQD
5;0014;1,000;ST;00000000-010-9;03;03;01.10.1985;31.12.9999;MNYBEPE KZKYKCA
5;0037;1,000;ST;00000000-011-0;03;03;01.10.1985;31.12.9999;CXBJPMH KIZJIJE
5;0038;2,000;ST;00000000-011-1;03;03;01.10.1985;31.12.9999;UPMGBWD MLSWLXZ
5;0004;2,000;ST;00000000-011-2;03;03;01.10.1985;31.12.9999;MOKSGBY JFVKEWC
5;0021;10,000;ST;00000000-011-3;05;03;01.10.1985;31.12.9999;FZRVFAP JYRIFXP
5;0048;4,000;ST;00000000-011-4;05;03;01.10.1985;31.12.9999;MIMEOHX TOQCHGK
5;0049;12,000;ST;00000000-011-5;05;03;01.10.1985;31.12.9999;JRWXABH LAAFXJC
5;0050;8,000;ST;00000000-011-6;05;03;01.10.1985;31.12.9999;PSKAEIX XIFPOEL
5;0051;3,000;ST;00000000-011-7;05;03;01.10.1985;31.12.9999;KBTXUEA HUKFWIA
5;0052;19,000;ST;00000000-011-8;05;03;01.10.1985;31.12.9999;HLYRYUE WFBDXNM
5;0053;2,000;ST;00000000-011-9;05;03;01.10.1985;31.12.9999;IQHLWVB ZHICECI
5;0054;1,000;ST;00000000-012-0;03;03;01.10.1985;31.12.9999;YAVIZWP WHXQJHO
5;0055;1,000;ST;00000000-012-1;03;03;01.10.1985;31.12.9999;VSUWRNY DCUANZI
5;0056;1,000;ST;00000000-012-2;03;03;01.10.1985;31.12.9999;EQPTSVX FGVXQXM
5;0057;1,000;ST;00000000-012-3;03;03;01.10.1985;31.12.9999;JKVMOMD POFNPKU
5;0058;1,000;ST;00000000-012-4;03;03;01.10.1985;31.12.9999;XAIMXHS QIWRLQQ
4;0016;5,000;ST;00000000-012-5;03;03;01.05.2023;31.12.9999;LYZAQMT SYNZNEO
5;0001;5,000;ST;00000000-012-6;03;03;01.10.1985;31.12.9999;CJGDLCI FNLTPTT
6;0001;0,250;M;00000000-012-7;05;05;01.01.1985;31.12.9999;BZUCVND PGMYXAE
5;0016;5,000;ST;00000000-012-8;03;03;01.10.1985;31.12.9999;BUNJCEO ZPOAOHG
6;0001;0,725;M;00000000-012-9;05;05;01.01.1985;31.12.9999;LNHASAR ZTWRRKN
5;0017;5,000;ST;00000000-013-0;05;03;01.10.1985;31.12.9999;CUENBDD SXJNPEC
5;0018;5,000;ST;00000000-013-1;05;03;01.10.1985;31.12.9999;JGCHFXD SEYEANC
5;0006;5,000;ST;00000000-013-2;05;03;01.10.1985;31.12.9999;BQSLTBW VJMMEDS
4;0006;1,000;ST;00000000-013-3;05;03;01.05.2023;31.12.9999;QXNDWPQ MUKLNJK
4;0014;1,000;ST;00000000-006-4;05;03;01.05.2023;31.12.9999;OHEOMOX CEZBZZG
4;0019;1,000;ST;00000000-013-4;05;03;01.05.2023;31.12.9999;PGJBPBR HRBVDFO
4;0037;8,000;ST;00000000-009-1;03;03;01.05.2023;31.12.9999;HBDGAFL VUITJIP
5;0001;0,096;M;00000000-009-2;05;05;01.10.1985;31.12.9999;ENXVAHI GOIIBXS
4;0038;8,000;ST;00000000-001-7;05;03;01.05.2023;31.12.9999;QJDFTPT VBBSNXD
3;0051;1,000;ST;00000000-013-5;03;03;01.05.2023;31.12.9999;WPVBTLC GKAEYLO
4;0001;1,000;ST;00000000-013-6;03;03;01.01.2023;31.12.9999;VHZGSMF DCKOCAJ
4;0016;2,000;ST;00000000-013-7;05;03;01.10.1985;31.12.9999;GLISJCP EPKTXHJ
4;0017;2,000;ST;00000000-013-8;05;03;01.10.1985;31.12.9999;VIXRPDL JCOLTJT
3;0052;1,000;ST;00000000-013-9;03;03;01.05.2023;31.12.9999;MKMRKTA ZSLPJYR
4;0001;1,000;ST;00000000-014-0;03;03;01.01.2023;31.12.9999;SPNUEVH UMXMXYW
4;0016;2,000;ST;00000000-013-7;05;03;01.10.1985;31.12.9999;GLISJCP EPKTXHJ
4;0017;2,000;ST;00000000-013-8;05;03;01.10.1985;31.12.9999;VIXRPDL JCOLTJT
3;0023;5,000;ST;00000000-014-1;03;03;01.05.2023;31.12.9999;ITGPTWR EXBNOIV
4;0001;5,000;ST;00000000-014-2;03;03;01.10.1985;31.12.9999;ITGPTWR EXBNOIV
5;0001;1,950;M;00000000-014-3;05;05;01.10.1985;31.12.9999;PMCGFUR NBRPNMS
5;0016;10,000;ST;00000000-011-3;05;03;16.05.2007;31.12.9999;FZRVFAP JYRIFXP
4;0016;10,000;ST;00000000-014-4;05;03;01.10.1985;31.12.9999;YPENVEQ ZEZQCZO
3;0059;1,000;ST;00000000-014-5;03;03;01.05.2023;31.12.9999;SLGQNLE AVGREFV
4;0001;1,000;ST;00000000-014-6;03;03;01.10.1985;31.12.9999;SLGQNLE AVGREFV
5;0001;0,390;M;00000000-014-3;05;05;01.10.1985;31.12.9999;PMCGFUR NBRPNMS
5;0016;2,000;ST;00000000-011-3;05;03;01.10.1985;31.12.9999;FZRVFAP JYRIFXP
4;0016;2,000;ST;00000000-014-4;05;03;01.10.1985;31.12.9999;YPENVEQ ZEZQCZO
3;0024;1,000;ST;00000000-014-7;03;03;01.05.2023;31.12.9999;SPAGKZF HWATEFQ
4;0001;1,000;ST;00000000-014-8;03;03;01.10.1985;31.12.9999;SPAGKZF HWATEFQ
5;0001;0,224;M;00000000-014-3;05;05;01.10.1985;31.12.9999;PMCGFUR NBRPNMS
5;0016;2,000;ST;00000000-011-3;05;03;01.10.1985;31.12.9999;FZRVFAP JYRIFXP
4;0016;2,000;ST;00000000-014-4;05;03;01.10.1985;31.12.9999;YPENVEQ ZEZQCZO
3;0025;1,000;ST;00000000-014-9;03;03;01.05.2023;31.12.9999;HCQDUCV PKZZANY
4;0001;1,000;ST;00000000-015-0;03;03;01.01.2007;31.12.9999;UYVRZVH PZJRZIK
5;0001;0,780;M;00000000-014-3;05;05;01.10.1985;31.12.9999;PMCGFUR NBRPNMS
5;0016;3,000;ST;00000000-011-3;05;03;01.10.1985;31.12.9999;FZRVFAP JYRIFXP
4;0016;3,000;ST;00000000-014-4;05;03;01.10.1985;31.12.9999;YPENVEQ ZEZQCZO
3;0026;1,000;ST;00000000-015-1;07;01;01.05.2023;31.12.9999;PGWJGOS SQOJCAC
4;0001;1,000;ST;00000000-015-2;03;03;01.05.2023;31.12.9999;PGWJGOS SQOJCAC
5;0001;0,299;M2;00000000-015-3;05;05;01.10.1985;31.12.9999;EBGJLHM YECEJJS
5;0016;6,000;ST;00000000-015-4;05;03;01.10.1985;31.12.9999;DGLVUKA ECQTZFB
4;0016;6,000;ST;00000000-015-5;03;03;01.05.2023;31.12.9999;IHIXUEK YDINAXQ
5;0001;0,222;M;00000000-015-6;05;05;01.01.1985;31.12.9999;CUEWEAP JCNHQCA
4;0017;6,000;ST;00000000-015-7;05;03;01.05.2023;31.12.9999;YQQMCLP WTHPEHF
4;0018;6,000;ST;00000000-015-8;05;03;01.05.2023;31.12.9999;DDHTMJC HLWUEMY
3;0029;1,000;ST;00000000-015-9;07;01;01.05.2023;31.12.9999;FUPECKZ MRBYMBF
4;0001;1,000;ST;00000000-016-0;03;03;01.05.2023;31.12.9999;FUPECKZ MRBYMBF
4;0016;4,000;ST;00000000-015-7;05;03;01.05.2023;31.12.9999;YQQMCLP WTHPEHF
4;0017;4,000;ST;00000000-016-1;05;03;01.05.2023;31.12.9999;AWHASJG ZFODSXQ
4;0018;4,000;ST;00000000-016-2;05;03;01.05.2023;31.12.9999;FURXYRR ZSLCWGQ
3;0060;1,000;ST;00000000-016-3;07;01;01.05.2023;31.12.9999;MGVAIXG OOULDSG
4;0001;1,000;ST;00000000-016-4;03;03;01.05.2023;31.12.9999;MGVAIXG OOULDSG
4;0016;2,000;ST;00000000-016-1;05;03;01.05.2023;31.12.9999;AWHASJG ZFODSXQ
4;0017;2,000;ST;00000000-015-7;05;03;01.05.2023;31.12.9999;YQQMCLP WTHPEHF
4;0018;2,000;ST;00000000-016-2;05;03;01.05.2023;31.12.9999;FURXYRR ZSLCWGQ
4;0006;3,000;ST;00000000-016-5;05;03;01.05.2023;31.12.9999;OABKNIH XJAOJNB
3;0061;1,000;ST;00000000-016-6;07;01;01.05.2023;31.12.9999;MGVAIXG OOULDSG
4;0001;1,000;ST;00000000-016-4;03;03;01.05.2023;31.12.9999;MGVAIXG OOULDSG
4;0016;2,000;ST;00000000-016-1;05;03;01.05.2023;31.12.9999;AWHASJG ZFODSXQ
4;0017;2,000;ST;00000000-015-7;05;03;01.05.2023;31.12.9999;YQQMCLP WTHPEHF
4;0018;2,000;ST;00000000-016-2;05;03;01.05.2023;31.12.9999;FURXYRR ZSLCWGQ
3;0062;1,000;ST;00000000-016-7;07;01;01.05.2023;31.12.9999;EWXWDPM ZTCJAKR
4;0001;1,000;ST;00000000-016-8;03;03;01.05.2023;31.12.9999;FXLVZLL SKSJXJO
5;0001;0,705;M2;00000000-016-9;05;05;01.10.1985;31.12.9999;WUMYJFJ SWPZCTO
5;0016;10,000;ST;00000000-017-0;05;03;01.10.1985;31.12.9999;HYAMYQS MPTKBPM
4;0016;2,000;GB;00000000-017-1;05;03;01.05.2023;31.12.9999;MFMGGYD ZQKQEHM
4;0017;4,000;ST;00000000-017-2;05;03;01.05.2023;31.12.9999;AVVWSWK LRXZTWJ
3;0063;1,000;ST;00000000-017-3;07;01;01.05.2023;31.12.9999;ETOHPXG RDTWULI
4;0001;1,000;ST;00000000-017-4;03;03;01.05.2023;31.12.9999;ETOHPXG RDTWULI
5;0001;3,000;M;00000000-017-5;05;05;01.10.1985;31.12.9999;IPVTIFM TXNJTBA
5;0016;2,000;ST;00000000-011-7;05;03;01.10.1985;31.12.9999;KBTXUEA HUKFWIA
4;0016;3,000;ST;00000000-017-6;05;03;01.05.2023;31.12.9999;OPGMBTU XWIPJFJ
3;0034;1,000;ST;00000000-017-7;03;03;01.05.2023;31.12.9999;SCAXKCD BBFKQXK
3;0035;1,000;ST;00000000-017-8;03;03;01.05.2023;31.12.9999;VAYWWFC NMJTSNK
3;0064;1,000;ST;00000000-017-9;03;03;01.05.2023;31.12.9999;TMEZZDB UMLIZXM
3;0065;2,200;M;00000000-018-0;05;03;01.05.2023;31.12.9999;OBCKVJB VKTNZGF
3;0036;26,000;ST;00000000-018-1;03;03;01.05.2023;31.12.9999;PRESOSI OBLRUJA
4;0001;0,546;M;00000000-018-2;05;05;01.10.1985;31.12.9999;ONNWIQZ LHJWEJX
3;0039;5,000;ST;00000000-018-3;03;03;01.05.2023;31.12.9999;CLMZXVE UHQKEDA
4;0001;0,245;M;00000000-018-4;05;05;01.01.1985;31.12.9999;ZRTBZAH XFQRPGE
3;0040;1,000;ST;00000000-018-5;07;01;01.05.2023;31.12.9999;KVVKJLL PYRXNVT
4;0001;1,000;ST;00000000-018-6;03;03;01.05.2023;31.12.9999;KVVKJLL PYRXNVT
5;0001;1,000;ST;00000000-018-7;03;03;01.10.1985;31.12.9999;FXMENZL PPVEIQF
5;0016;20,000;ST;00000000-017-0;05;03;01.10.1985;31.12.9999;HYAMYQS MPTKBPM
5;0017;4,000;ST;00000000-018-8;05;03;01.10.1985;31.12.9999;FVIHPAK MUZUROK
4;0016;4,000;ST;00000000-018-9;05;03;01.05.2023;31.12.9999;SBEMENR IDMBGSU
4;0018;4,000;ST;00000000-019-0;05;03;01.05.2023;31.12.9999;FAGAVGJ DIPXVJS
4;0006;1,000;GB;00000000-019-1;05;03;01.05.2023;31.12.9999;DMJVKBX OQSECNX
4;0014;1,000;ST;00000000-019-2;05;03;01.05.2023;31.12.9999;RWFJHPH TTUWIAP
4;0019;1,000;ST;00000000-019-3;05;03;01.05.2023;31.12.9999;SPOJEYE RCGWRXR
4;0037;3,000;GB;00000000-017-1;05;03;01.05.2023;31.12.9999;MFMGGYD ZQKQEHM
4;0038;6,000;ST;00000000-017-2;05;03;01.05.2023;31.12.9999;AVVWSWK LRXZTWJ
4;0004;1,000;ROL;00000000-019-4;05;03;01.05.2023;31.12.9999;KOWTSLL MJOOTLK
3;0066;1,000;ST;00000000-019-5;03;03;01.05.2023;31.12.9999;SPZCBIV BDVXOTA
4;0001;1,000;ST;00000000-019-6;03;03;01.10.1985;31.12.9999;SPZCBIV BDVXOTA
4;0016;4,000;ST;00000000-019-7;05;03;01.10.1985;31.12.9999;TZNPRQJ FYDQOEG
4;0017;4,000;ST;00000000-019-8;03;03;01.10.1985;31.12.9999;FZUKNUY NHTQPWI
5;0001;0,064;M;00000000-019-9;05;05;01.01.1985;31.12.9999;KAVDSKS KBYBVBN
3;0041;1,000;ST;00000000-020-0;03;03;01.05.2023;31.12.9999;QVMMDOW DAMBYCG
4;0001;5,200;M;00000000-017-5;05;05;01.10.1985;31.12.9999;IPVTIFM TXNJTBA
4;0016;4,000;ST;00000000-011-7;05;03;01.10.1985;31.12.9999;KBTXUEA HUKFWIA
3;0042;1,000;ST;00000000-020-1;03;03;01.05.2023;31.12.9999;STZCUAU XHMVTNV
3;0043;1,000;ST;00000000-020-2;03;03;01.05.2023;31.12.9999;YWIRTKW LHDLHMG
3;0044;1,000;ST;00000000-020-3;03;03;01.05.2023;31.12.9999;AJBUIMR IYZBAST
3;0067;1,000;ST;00000000-020-4;03;03;01.05.2023;31.12.9999;OZQKAAF DDJERJG
3;0068;4,900;M;00000000-018-0;05;03;01.05.2023;31.12.9999;OBCKVJB VKTNZGF
3;0069;1,000;ST;00000000-020-5;03;03;01.05.2023;31.12.9999;MVRMONX XLBLBDP
4;0001;1,000;ST;00000000-020-6;03;03;01.10.1985;31.12.9999;MVRMONX XLBLBDP
4;0016;4,000;ST;00000000-009-0;05;03;01.10.1985;31.12.9999;RIHTIRJ GWAZXEJ
4;0017;4,000;ST;00000000-009-9;05;03;01.10.1985;31.12.9999;MOGEBXD GDKXSLV
3;0070;1,000;ST;00000000-020-7;03;03;01.05.2023;31.12.9999;XJQSSDX HMBGLAW
3;0071;1,000;ST;00000000-020-8;06;01;01.05.2023;31.12.9999;GRPRCLW DIOMEWQ
4;0001;1,000;ST;00000000-020-9;03;03;01.10.1997;31.12.9999;OPZZXPG TTMZGIE
4;0016;2,000;ST;00000000-006-1;05;03;01.07.2005;31.12.9999;YAZYVGM IXISVAT
3;0072;1,000;ST;00000000-021-0;03;03;01.05.2023;31.12.9999;IPFCNAR TMTYSTT
4;0001;1,000;ST;00000000-021-1;03;03;01.10.1985;31.12.9999;IPFCNAR TMTYSTT
4;0016;2,000;ST;00000000-010-3;05;03;01.10.1985;31.12.9999;FHRXEWY UYUQGWB
3;0073;4,000;ST;00000000-021-2;03;03;01.05.2023;31.12.9999;BBGNHHT XCHOLQM
4;0001;4,000;ST;00000000-021-3;03;03;01.10.1985;31.12.9999;BBGNHHT XCHOLQM
5;0001;0,512;M;00000000-021-4;05;05;01.10.1985;31.12.9999;YDSVCRV SJKRVYU
