Level;Item;Quantity;UM;Mat-No/Doc;Kind;PTYP;Validfrom;Validto;Docu-No/He
3;0030;1,000;ST;00000000-005-5;05;03;01.07.2020;31.12.9999;LVLJRCH DQAYLTR
3;0031;1,000;ST;00000000-005-6;03;03;01.07.2020;31.12.9999;TPSNLYC QRIQWXY
4;0001;0,014;M;00000000-005-7;05;05;01.10.1985;31.12.9999;JUFQVCP FQBYABE
3;0032;1,000;ST;00000000-005-8;05;03;01.07.2020;31.12.9999;KFGTHRU UJTGFAV
3;0033;4,000;ST;00000000-005-9;03;03;01.07.2020;31.12.9999;DCSUFJU WUIQQCO
4;0001;4,000;ST;00000000-006-0;03;03;01.10.1985;31.12.9999;DCSUFJU WUIQQCO
4;0015;8,000;ST;00000000-006-1;05;03;01.10.1985;31.12.9999;YQOLXYG MCWPFEO
3;0034;1,000;ST;00000000-006-2;03;03;01.07.2020;31.12.9999;KMKQCTB OIEUSKN
4;0001;1,000;ST;00000000-006-3;03;03;01.10.1985;31.12.9999;KMKQCTB OIEUSKN
4;0015;2,000;ST;00000000-006-4;05;03;01.10.1985;31.12.9999;KYDQOGV TFVHCPR
4;0016;2,000;ST;00000000-006-5;05;03;01.10.1985;31.12.9999;AWFZEFL IYAOIMK
4;0005;2,000;ST;00000000-006-6;05;03;01.10.1985;31.12.9999;HJQENSB ETZQXSR
4;0013;1,000;ST;00000000-006-7;05;03;01.07.2005;31.12.9999;HPIZEKN MZUNECC
3;0035;1,000;ST;00000000-006-8;03;03;01.07.2020;31.12.9999;ADBGULL VEDOWPW
4;0001;1,000;ST;00000000-006-9;03;03;01.10.1985;31.12.9999;ADBGULL VEDOWPW
4;0005;4,000;ST;00000000-007-0;05;03;01.10.1985;31.12.9999;CFIHMUB JROEBWV
4;0013;1,000;ST;00000000-007-1;05;03;01.10.1985;31.12.9999;KVRJQZE PYKDHFL
4;0018;2,000;ST;00000000-007-2;05;03;01.10.1985;31.12.9999;KFLHVRJ TLFRHAQ
4;0036;2,000;ST;00000000-001-2;05;03;01.07.2006;31.12.9999;WKWRFZN HKOONZH
4;0037;1,000;ST;00000000-006-7;05;03;01.10.1985;31.12.9999;HPIZEKN MZUNECC
4;0003;1,000;SA;00000000-007-3;05;03;01.10.1985;31.12.9999;LMCTOPK ILEGQRN
3;0038;2,000;ST;00000000-007-4;03;03;01.07.2020;31.12.9999;HYEFPPY MDWFELR
4;0001;0,070;M;00000000-007-5;05;05;01.10.1985;31.12.9999;KLRJYND LIJSPBC
3;0039;1,000;ST;00000000-007-6;03;03;01.07.2020;31.12.9999;TGAEZWL NBMRKSY
4;0001;1,000;ST;00000000-007-7;03;03;01.10.1985;31.12.9999;TGAEZWL NBMRKSY
4;0015;8,000;ST;00000000-007-8;05;03;01.10.1985;31.12.9999;IFNJETY ZNXREJV
3;0040;1,000;ST;00000000-007-9;03;03;01.07.2020;31.12.9999;PUMZOVS XVAEPFW
4;0001;1,000;ST;00000000-008-0;03;03;01.01.2021;31.12.9999;KFROUEC DWILHEU
4;0015;3,000;ST;00000000-008-1;05;03;01.10.1985;31.12.9999;TDNVMQX HZSVWGL
4;0016;3,000;ST;00000000-008-2;05;03;01.10.1985;31.12.9999;JMFONBP HGDKESM
4;0017;3,000;ST;00000000-008-3;05;03;01.01.2021;31.12.9999;YDNGRYD SNJCPYD
4;0005;4,000;ST;00000000-005-3;05;03;01.10.1985;31.12.9999;MTWLIYF AACKQCJ
4;0013;4,000;ST;00000000-008-4;05;03;01.10.1985;31.12.9999;FYSXYRT JDXUCFM
4;0018;4,000;ST;00000000-005-2;05;03;01.10.1985;31.12.9999;STSDDOH LQYOVXG
3;0041;1,000;ST;00000000-008-5;03;03;01.01.2021;31.12.9999;WJKIXKI WEOFHIQ
4;0001;1,000;ST;00000000-008-6;05;03;01.01.1985;31.12.9999;YVLYCMB HLMFBSO
3;0042;1,000;ST;00000000-008-7;03;03;01.07.2020;31.12.9999;ZQMPTRW DYUSNUJ
4;0001;1,000;ST;00000000-008-8;03;03;01.10.1985;31.12.9999;ZQMPTRW DYUSNUJ
4;0015;2,000;ST;00000000-008-9;05;03;01.10.1985;31.12.9999;TDSRIDK ILWZSKO
4;0016;2,000;ST;00000000-009-0;05;03;01.10.1985;31.12.9999;YYCVSUW OBQNQUV
4;0017;2,000;ST;00000000-001-7;05;03;01.10.1985;31.12.9999;CDYTQOI TZZTBLP
4;0005;2,000;ST;00000000-009-1;03;03;01.10.1985;31.12.9999;WQFPRRO HTOTPDR
5;0001;0,024;M;00000000-009-2;05;05;01.10.1985;31.12.9999;EQPAGHF ASXVZME
4;0013;2,000;ST;00000000-001-2;05;03;01.10.1985;31.12.9999;WKWRFZN HKOONZH
4;0018;2,000;ST;00000000-009-3;05;03;01.10.1985;31.12.9999;BCDRIPL VQKATAR
3;0043;1,000;ST;00000000-009-4;03;03;01.07.2020;31.12.9999;EOCCRFK LANKMPW
2;0022;1,000;ST;00000000-009-5;07;01;01.11.2023;31.12.9999;YITSEJF RKBGNGI
3;0004;1,000;ST;00000000-009-6;04;01;01.11.2023;31.12.9999;AEZNHOW DVTIHUQ
3;0005;1,000;ST;00000000-009-7;05;03;01.11.2023;31.12.9999;CQHWAOW HRIORLN
3;0010;2,000;ST;00000000-009-8;05;03;01.11.2023;31.12.9999;DAVDYBL VNWFBZU
0;0006;1,000;;00000000-000-6;02;04;;;IFQCSJR MZQBIAA
0;0006;1,000;;00000000-000-6;02;04;;;IFQCSJR MZQBIAA
3;0011;4,000;ST;00000000-009-9;05;03;01.11.2023;31.12.9999;NZKXPPP TTKNRMS
3;0012;2,000;M;00000000-010-0;05;03;01.11.2023;31.12.9999;NRZPCJA UXEJSFG
3;0044;14,000;ST;00000000-010-1;05;03;01.11.2023;31.12.9999;DKQYOCT RYQCWYJ
3;0045;4,000;ST;00000000-010-2;05;03;01.11.2023;31.12.9999;GKQHPSH WXPYQUT
3;0013;4,000;ST;00000000-010-3;05;03;01.11.2023;31.12.9999;CFOWKIQ JUOCJYW
3;0014;4,000;ST;00000000-009-0;05;03;01.11.2023;31.12.9999;YYCVSUW OBQNQUV
3;0019;4,000;ST;00000000-010-4;05;03;01.11.2023;31.12.9999;SINGLQN NOBDMZH
3;0046;1,000;M;00000000-010-0;05;03;01.11.2023;31.12.9999;NRZPCJA UXEJSFG
3;0003;1,000;ST;00000000-010-5;07;01;01.11.2023;31.12.9999;NAAYHAP SCFLPTX
4;0001;1,000;ST;00000000-010-6;03;03;01.11.2023;31.12.9999;QBEFTLD OBRFEFP
5;0001;5,126;M2;00000000-010-7;05;05;01.10.1985;31.12.9999;RMTXJJW TOEBXHA
5;0005;1,000;ST;00000000-010-8;03;03;01.10.1985;31.12.9999;GIVVWQW MWXSNEY
5;0013;1,000;ST;00000000-010-9;03;03;01.10.1985;31.12.9999;YISDVZB QMNGKBW
5;0036;1,000;ST;00000000-011-0;03;03;01.10.1985;31.12.9999;NADWDCI TWKHPSE
5;0037;2,000;ST;00000000-011-1;03;03;01.10.1985;31.12.9999;PVFVEXV GMYCHYP
5;0003;2,000;ST;00000000-011-2;03;03;01.10.1985;31.12.9999;VHOLPAZ WTWKBQF
5;0020;10,000;ST;00000000-011-3;05;03;01.10.1985;31.12.9999;LHWGHWA QIKFDBH
5;0047;4,000;ST;00000000-011-4;05;03;01.10.1985;31.12.9999;OFTVESX PVVZRFS
5;0048;12,000;ST;00000000-011-5;05;03;01.10.1985;31.12.9999;BJLDHPU ECWACOF
5;0049;8,000;ST;00000000-011-6;05;03;01.10.1985;31.12.9999;ZDGLZRI ODOXXHW
5;0050;3,000;ST;00000000-011-7;05;03;01.10.1985;31.12.9999;LAGPQIO ZZCWLMJ
5;0051;19,000;ST;00000000-011-8;05;03;01.10.1985;31.12.9999;DWVCDSQ RPNSOKN
5;0052;2,000;ST;00000000-011-9;05;03;01.10.1985;31.12.9999;GWGKIYS BPKLGQZ
5;0053;1,000;ST;00000000-012-0;03;03;01.10.1985;31.12.9999;EDPOEYK GSUTOFU
5;0054;1,000;ST;00000000-012-1;03;03;01.10.1985;31.12.9999;LSWCXBT DVLCORB
5;0055;1,000;ST;00000000-012-2;03;03;01.10.1985;31.12.9999;GKQWCQN LXEJMCZ
5;0056;1,000;ST;00000000-012-3;03;03;01.10.1985;31.12.9999;DLQTSYQ WNJJPGB
5;0057;1,000;ST;00000000-012-4;03;03;01.10.1985;31.12.9999;IDLQGIZ HEWMPGZ
4;0015;5,000;ST;00000000-012-5;03;03;01.11.2023;31.12.9999;VSTKYTZ KVJVTLJ
5;0001;5,000;ST;00000000-012-6;03;03;01.10.1985;31.12.9999;WHNNJMD TSTFUAW
6;0001;0,250;M;00000000-012-7;05;05;01.01.1985;31.12.9999;HTHDRQB VQYQNCX
5;0015;5,000;ST;00000000-012-8;03;03;01.10.1985;31.12.9999;ICUNXPL XJZFUWB
6;0001;0,725;M;00000000-012-9;05;05;01.01.1985;31.12.9999;ZZEETCD BCSBUHB
5;0016;5,000;ST;00000000-013-0;05;03;01.10.1985;31.12.9999;ROWWKFL QYSWKKJ
5;0017;5,000;ST;00000000-013-1;05;03;01.10.1985;31.12.9999;KHXXUAW QUMUZUH
5;0005;5,000;ST;00000000-013-2;05;03;01.10.1985;31.12.9999;ABLCHJF VDJKQQI
4;0005;1,000;ST;00000000-013-3;05;03;01.11.2023;31.12.9999;BMHIRTR UVEAHFB
4;0013;1,000;ST;00000000-006-4;05;03;01.11.2023;31.12.9999;KYDQOGV TFVHCPR
4;0018;1,000;ST;00000000-013-4;05;03;01.11.2023;31.12.9999;UJCLKDQ WHUCBEP
4;0036;8,000;ST;00000000-009-1;03;03;01.11.2023;31.12.9999;WQFPRRO HTOTPDR
5;0001;0,096;M;00000000-009-2;05;05;01.10.1985;31.12.9999;EQPAGHF ASXVZME
4;0037;8,000;ST;00000000-001-7;05;03;01.11.2023;31.12.9999;CDYTQOI TZZTBLP
3;0050;1,000;ST;00000000-013-5;03;03;01.11.2023;31.12.9999;EOMDKNO HFLHBQF
4;0001;1,000;ST;00000000-013-6;03;03;01.01.2023;31.12.9999;GGCAEEB THZFMSE
4;0015;2,000;ST;00000000-013-7;05;03;01.10.1985;31.12.9999;FNGQPCP GRWXSMM
4;0016;2,000;ST;00000000-013-8;05;03;01.10.1985;31.12.9999;ERDJNLQ ARCWZNL
3;0051;1,000;ST;00000000-013-9;03;03;01.11.2023;31.12.9999;HNYXVKC RFQMOPZ
4;0001;1,000;ST;00000000-014-0;03;03;01.01.2023;31.12.9999;OGCMRPP PVWYGOE
4;0015;2,000;ST;00000000-013-7;05;03;01.10.1985;31.12.9999;FNGQPCP GRWXSMM
4;0016;2,000;ST;00000000-013-8;05;03;01.10.1985;31.12.9999;ERDJNLQ ARCWZNL
3;0022;5,000;ST;00000000-014-1;03;03;01.11.2023;31.12.9999;VDTPOEZ EYZWCJM
4;0001;5,000;ST;00000000-014-2;03;03;01.10.1985;31.12.9999;VDTPOEZ EYZWCJM
5;0001;1,950;M;00000000-014-3;05;05;01.10.1985;31.12.9999;MNXZVQM LZKHYVR
5;0015;10,000;ST;00000000-011-3;05;03;16.05.2007;31.12.9999;LHWGHWA QIKFDBH
4;0015;10,000;ST;00000000-014-4;05;03;01.10.1985;31.12.9999;SCYOVYW BWWZLZK
3;0058;1,000;ST;00000000-014-5;03;03;01.11.2023;31.12.9999;HCPPFCD HYZLYSJ
4;0001;1,000;ST;00000000-014-6;03;03;01.10.1985;31.12.9999;HCPPFCD HYZLYSJ
5;0001;0,390;M;00000000-014-3;05;05;01.10.1985;31.12.9999;MNXZVQM LZKHYVR
5;0015;2,000;ST;00000000-011-3;05;03;01.10.1985;31.12.9999;LHWGHWA QIKFDBH
4;0015;2,000;ST;00000000-014-4;05;03;01.10.1985;31.12.9999;SCYOVYW BWWZLZK
3;0023;1,000;ST;00000000-014-7;03;03;01.11.2023;31.12.9999;DJHPIIL VBIGKQK
4;0001;1,000;ST;00000000-014-8;03;03;01.10.1985;31.12.9999;DJHPIIL VBIGKQK
5;0001;0,224;M;00000000-014-3;05;05;01.10.1985;31.12.9999;MNXZVQM LZKHYVR
5;0015;2,000;ST;00000000-011-3;05;03;01.10.1985;31.12.9999;LHWGHWA QIKFDBH
4;0015;2,000;ST;00000000-014-4;05;03;01.10.1985;31.12.9999;SCYOVYW BWWZLZK
3;0024;1,000;ST;00000000-014-9;03;03;01.11.2023;31.12.9999;QAZJQBD XUSSSNL
4;0001;1,000;ST;00000000-015-0;03;03;01.01.2007;31.12.9999;DZCXGMX NOJCRZM
5;0001;0,780;M;00000000-014-3;05;05;01.10.1985;31.12.9999;MNXZVQM LZKHYVR
5;0015;3,000;ST;00000000-011-3;05;03;01.10.1985;31.12.9999;LHWGHWA QIKFDBH
4;0015;3,000;ST;00000000-014-4;05;03;01.10.1985;31.12.9999;SCYOVYW BWWZLZK
3;0025;1,000;ST;00000000-015-1;07;01;01.11.2023;31.12.9999;BHIVMTQ XZCHQGG
4;0001;1,000;ST;00000000-015-2;03;03;01.11.2023;31.12.9999;BHIVMTQ XZCHQGG
5;0001;0,299;M2;00000000-015-3;05;05;01.10.1985;31.12.9999;OPWPUAS BFJEDND
5;0015;6,000;ST;00000000-015-4;05;03;01.10.1985;31.12.9999;MPHYCRV NKXGUUG
4;0015;6,000;ST;00000000-015-5;03;03;01.11.2023;31.12.9999;ZAPPGQY ZNMWYTZ
5;0001;0,222;M;00000000-015-6;05;05;01.01.1985;31.12.9999;BYQJFML JUJNOLA
4;0016;6,000;ST;00000000-015-7;05;03;01.11.2023;31.12.9999;FZJAFMC FUPXWEM
4;0017;6,000;ST;00000000-015-8;05;03;01.11.2023;31.12.9999;CUCDXVM LHWOHUQ
3;0028;1,000;ST;00000000-015-9;07;01;01.11.2023;31.12.9999;FGBRFXU NCWTHXV
4;0001;1,000;ST;00000000-016-0;03;03;01.11.2023;31.12.9999;FGBRFXU NCWTHXV
4;0015;4,000;ST;00000000-015-7;05;03;01.11.2023;31.12.9999;FZJAFMC FUPXWEM
4;0016;4,000;ST;00000000-016-1;05;03;01.11.2023;31.12.9999;EBLJIYG AGKQPOT
4;0017;4,000;ST;00000000-016-2;05;03;01.11.2023;31.12.9999;RMLXRLZ NNFQGSO
3;0059;1,000;ST;00000000-016-3;07;01;01.11.2023;31.12.9999;RFKQYQG GLEZWJF
4;0001;1,000;ST;00000000-016-4;03;03;01.11.2023;31.12.9999;RFKQYQG GLEZWJF
4;0015;2,000;ST;00000000-016-1;05;03;01.11.2023;31.12.9999;EBLJIYG AGKQPOT
4;0016;2,000;ST;00000000-015-7;05;03;01.11.2023;31.12.9999;FZJAFMC FUPXWEM
4;0017;2,000;ST;00000000-016-2;05;03;01.11.2023;31.12.9999;RMLXRLZ NNFQGSO
4;0005;3,000;ST;00000000-016-5;05;03;01.11.2023;31.12.9999;ZRBQJAV QKVQLVR
3;0060;1,000;ST;00000000-016-6;07;01;01.11.2023;31.12.9999;RFKQYQG GLEZWJF
4;0001;1,000;ST;00000000-016-4;03;03;01.11.2023;31.12.9999;RFKQYQG GLEZWJF
4;0015;2,000;ST;00000000-016-1;05;03;01.11.2023;31.12.9999;EBLJIYG AGKQPOT
4;0016;2,000;ST;00000000-015-7;05;03;01.11.2023;31.12.9999;FZJAFMC FUPXWEM
4;0017;2,000;ST;00000000-016-2;05;03;01.11.2023;31.12.9999;RMLXRLZ NNFQGSO
3;0061;1,000;ST;00000000-016-7;07;01;01.11.2023;31.12.9999;NFTBGRJ BZZRXNL
4;0001;1,000;ST;00000000-016-8;03;03;01.11.2023;31.12.9999;BGYVCUN VEAXSSB
5;0001;0,705;M2;00000000-016-9;05;05;01.10.1985;31.12.9999;UOAMUPS FLYPRWY
5;0015;10,000;ST;00000000-017-0;05;03;01.10.1985;31.12.9999;RBYLNKO DWUJBDS
4;0015;2,000;GB;00000000-017-1;05;03;01.11.2023;31.12.9999;BTDOYHG KZFDXTV
4;0016;4,000;ST;00000000-017-2;05;03;01.11.2023;31.12.9999;VZFLYPE DBLEIMR
3;0062;1,000;ST;00000000-017-3;07;01;01.11.2023;31.12.9999;RFDTMAE SUBSOSG
4;0001;1,000;ST;00000000-017-4;03;03;01.11.2023;31.12.9999;RFDTMAE SUBSOSG
5;0001;3,000;M;00000000-017-5;05;05;01.10.1985;31.12.9999;BTIPQTI XOYCNNX
5;0015;2,000;ST;00000000-011-7;05;03;01.10.1985;31.12.9999;LAGPQIO ZZCWLMJ
4;0015;3,000;ST;00000000-017-6;05;03;01.11.2023;31.12.9999;RRJQVPS TCJLTQD
3;0033;1,000;ST;00000000-017-7;03;03;01.11.2023;31.12.9999;FESKXXB HDPSTJU
3;0034;1,000;ST;00000000-017-8;03;03;01.11.2023;31.12.9999;QEQYMHA CSCTDOI
3;0063;1,000;ST;00000000-017-9;03;03;01.11.2023;31.12.9999;RYDWCER KFSQQWK
3;0064;2,200;M;00000000-018-0;05;03;01.11.2023;31.12.9999;OTXCFXC XTNHJDC
3;0035;26,000;ST;00000000-018-1;03;03;01.11.2023;31.12.9999;LQQUITP EMVQEDG
4;0001;0,546;M;00000000-018-2;05;05;01.10.1985;31.12.9999;ZXHVKPO YEQXQFU
3;0038;5,000;ST;00000000-018-3;03;03;01.11.2023;31.12.9999;EPPTBPZ PBWHCUJ
4;0001;0,245;M;00000000-018-4;05;05;01.01.1985;31.12.9999;HCLBUWY VFMYNNM
3;0039;1,000;ST;00000000-018-5;07;01;01.11.2023;31.12.9999;LZWSNVZ WFXDNGJ
4;0001;1,000;ST;00000000-018-6;03;03;01.11.2023;31.12.9999;LZWSNVZ WFXDNGJ
5;0001;1,000;ST;00000000-018-7;03;03;01.10.1985;31.12.9999;VLNHVER BFVVJWJ
5;0015;20,000;ST;00000000-017-0;05;03;01.10.1985;31.12.9999;RBYLNKO DWUJBDS
5;0016;4,000;ST;00000000-018-8;05;03;01.10.1985;31.12.9999;JDUOCMD CZPPZJK
4;0015;4,000;ST;00000000-018-9;05;03;01.11.2023;31.12.9999;WOYHPOA UYQRIVJ
4;0017;4,000;ST;00000000-019-0;05;03;01.11.2023;31.12.9999;UBWEZQM CCOLUFT
4;0005;1,000;GB;00000000-019-1;05;03;01.11.2023;31.12.9999;LYSWVGE QXOTHJO
4;0013;1,000;ST;00000000-019-2;05;03;01.11.2023;31.12.9999;EDWTRUH YSKZSYU
4;0018;1,000;ST;00000000-019-3;05;03;01.11.2023;31.12.9999;LJWUJGJ AYVNOEE
4;0036;3,000;GB;00000000-017-1;05;03;01.11.2023;31.12.9999;BTDOYHG KZFDXTV
4;0037;6,000;ST;00000000-017-2;05;03;01.11.2023;31.12.9999;VZFLYPE DBLEIMR
4;0003;1,000;ROL;00000000-019-4;05;03;01.11.2023;31.12.9999;DILRHXX ZSRDLMM
3;0065;1,000;ST;00000000-019-5;03;03;01.11.2023;31.12.9999;FHWCIKE NSYYCFE
4;0001;1,000;ST;00000000-019-6;03;03;01.10.1985;31.12.9999;FHWCIKE NSYYCFE
4;0015;4,000;ST;00000000-019-7;05;03;01.10.1985;31.12.9999;EAGDPDU JZILAWM
4;0016;4,000;ST;00000000-019-8;03;03;01.10.1985;31.12.9999;QERXTWU QYKFUZP
5;0001;0,064;M;00000000-019-9;05;05;01.01.1985;31.12.9999;QMTESTU RLAVJRW
3;0040;1,000;ST;00000000-020-0;03;03;01.11.2023;31.12.9999;IORHNSX NGAIIJO
4;0001;5,200;M;00000000-017-5;05;05;01.10.1985;31.12.9999;BTIPQTI XOYCNNX
4;0015;4,000;ST;00000000-011-7;05;03;01.10.1985;31.12.9999;LAGPQIO ZZCWLMJ
3;0041;1,000;ST;00000000-020-1;03;03;01.11.2023;31.12.9999;CVXUDFS MOGIDRY
3;0042;1,000;ST;00000000-020-2;03;03;01.11.2023;31.12.9999;SRBKFYI KTYHGSD
3;0043;1,000;ST;00000000-020-3;03;03;01.11.2023;31.12.9999;FSVJJGP PCBFMDV
3;0066;1,000;ST;00000000-020-4;03;03;01.11.2023;31.12.9999;ZLYJBYU PYYDLGS
3;0067;4,900;M;00000000-018-0;05;03;01.11.2023;31.12.9999;OTXCFXC XTNHJDC
3;0068;1,000;ST;00000000-020-5;03;03;01.11.2023;31.12.9999;CZNXMPH VKZTLJD
4;0001;1,000;ST;00000000-020-6;03;03;01.10.1985;31.12.9999;CZNXMPH VKZTLJD
4;0015;4,000;ST;00000000-009-0;05;03;01.10.1985;31.12.9999;YYCVSUW OBQNQUV
4;0016;4,000;ST;00000000-009-9;05;03;01.10.1985;31.12.9999;NZKXPPP TTKNRMS
3;0069;1,000;ST;00000000-020-7;03;03;01.11.2023;31.12.9999;OAFSUMK IZXFUIP
3;0070;1,000;ST;00000000-020-8;06;01;01.11.2023;31.12.9999;UXGYAXN DNHANOD
4;0001;1,000;ST;00000000-020-9;03;03;01.10.1997;31.12.9999;AZQPORB XTLQTHT
4;0015;2,000;ST;00000000-006-1;05;03;01.07.2005;31.12.9999;YQOLXYG MCWPFEO
3;0071;1,000;ST;00000000-021-0;03;03;01.11.2023;31.12.9999;ZQSSHRB MSVLLPK
4;0001;1,000;ST;00000000-021-1;03;03;01.10.1985;31.12.9999;ZQSSHRB MSVLLPK
4;0015;2,000;ST;00000000-010-3;05;03;01.10.1985;31.12.9999;CFOWKIQ JUOCJYW
3;0072;4,000;ST;00000000-021-2;03;03;01.11.2023;31.12.9999;NXRGYGH ZHPFQOW
4;0001;4,000;ST;00000000-021-3;03;03;01.10.1985;31.12.9999;NXRGYGH ZHPFQOW
5;0001;0,512;M;00000000-021-4;05;05;01.10.1985;31.12.9999;EVHGPTD WPIGWCO
4;0015;8,000;ST;00000000-021-5;05;03;01.10.1985;31.12.9999;HUECCRK VTJUBMA
